DIRECTORIO,P6081_archivo1,P6083_archivo1,P6088_archivo1,P2061_archivo1,P1070_archivo3,P6160_archivo4,P8586_archivo4,P5010_archivo5,P791_archivo5,P3162_archivo5,P3163_archivo5,P5032_archivo5
7970770,2,2,9.0,2.0,1,1,2,1,1,1.0,14900.0,4
7970776,2,2,9.0,2.0,1,1,2,2,1,1.0,35000.0,3
7970780,3,3,9.0,1.0,1,2,2,2,1,,,4
7970786,2,2,9.0,2.0,1,1,2,1,3,,,4
7970791,3,3,10.0,1.0,1,2,2,1,1,,,3
7970792,2,2,1.0,1.0,1,1,2,1,1,,,4
7970800,2,2,2.0,1.0,1,1,1,1,1,,,4
7970802,2,2,3.0,1.0,1,1,2,1,1,,,4
7970805,3,2,10.0,1.0,1,1,2,2,1,,,4
7970809,2,2,1.0,1.0,1,1,2,1,1,,,4
7970810,2,2,2.0,1.0,1,1,2,1,1,,,4
7970814,3,2,2.0,1.0,1,1,2,3,1,1.0,27000.0,4
7970815,3,3,1.0,2.0,1,1,2,2,1,1.0,25000.0,1
7970819,2,2,2.0,1.0,1,1,2,3,1,1.0,38000.0,4
7970822,2,2,10.0,1.0,1,1,2,2,1,,,4
7970824,3,3,1.0,2.0,1,1,2,2,1,,,1
7970825,2,2,2.0,1.0,1,1,2,3,3,1.0,93000.0,4
7970829,3,3,9.0,1.0,1,2,2,1,3,,,4
7970835,2,2,10.0,2.0,1,1,2,2,1,1.0,20000.0,4
7970839,3,3,9.0,1.0,1,1,2,2,3,,,4
7970841,2,2,10.0,1.0,1,1,2,3,3,,,4
7970845,2,2,9.0,2.0,1,1,2,1,1,1.0,5000.0,1
7970851,2,2,9.0,2.0,1,1,2,1,3,,,4
7970873,3,2,5.0,2.0,2,1,2,1,1,1.0,12000.0,1
7970889,2,3,9.0,1.0,1,2,2,2,1,,,4
7970892,2,2,1.0,1.0,1,2,2,1,1,,,4
7970894,2,2,1.0,1.0,1,2,2,1,1,,,4
7970897,2,2,3.0,2.0,2,1,2,2,1,1.0,20000.0,1
7970910,2,2,1.0,1.0,1,1,2,1,3,1.0,26000.0,4
7970911,3,2,9.0,1.0,1,1,2,2,1,1.0,25000.0,4
7970912,2,2,9.0,1.0,1,1,2,2,1,,,4
7970918,2,3,9.0,1.0,1,1,2,2,1,,,4
7970927,3,3,9.0,1.0,1,1,2,1,1,1.0,60000.0,4
7970933,3,3,10.0,2.0,1,1,2,3,1,1.0,34000.0,4
7970940,3,3,3.0,1.0,2,1,2,1,1,1.0,40638.0,4
7970941,3,1,,1.0,1,1,2,1,1,,,4
7970944,2,2,9.0,1.0,1,2,2,1,1,,,4
7970953,2,2,10.0,1.0,1,1,2,2,1,1.0,18000.0,4
7970956,2,2,2.0,2.0,1,1,2,3,1,1.0,14000.0,4
7970957,2,2,1.0,1.0,1,1,2,1,3,,,4
7970958,3,3,1.0,9.0,1,1,2,2,1,1.0,25000.0,4
7970964,2,2,1.0,1.0,2,1,2,4,1,1.0,81271.0,4
7970966,3,3,9.0,1.0,2,1,2,1,1,1.0,20000.0,4
7970969,2,2,1.0,1.0,1,1,2,1,3,,,4
7970973,2,2,1.0,1.0,2,1,2,1,1,,,4
7970974,2,2,4.0,1.0,1,1,2,2,1,1.0,27800.0,4
7970977,3,3,1.0,1.0,1,2,2,2,1,,,4
7970980,3,3,9.0,2.0,1,1,2,2,1,1.0,15000.0,1
7970999,2,2,1.0,1.0,2,1,2,2,3,1.0,18000.0,4
7971004,2,2,2.0,1.0,1,1,2,2,1,,,4
7971009,2,3,1.0,1.0,1,1,2,3,1,,,4
7971011,2,3,10.0,1.0,1,2,2,1,3,,,4
7971016,2,3,9.0,2.0,1,1,2,2,1,,,4
7971017,3,1,,1.0,1,1,2,2,1,1.0,12000.0,1
7971023,2,2,9.0,1.0,1,1,2,2,1,,,4
7971031,3,3,9.0,9.0,1,2,2,2,1,1.0,186000.0,1
7971036,2,3,9.0,1.0,1,1,2,3,1,,,4
7971037,2,2,9.0,1.0,1,1,2,1,1,,,4
7971045,3,3,9.0,1.0,1,1,2,3,1,,,4
7971048,2,2,1.0,1.0,1,1,2,1,1,,,4
7971051,2,2,9.0,1.0,1,2,2,1,1,,,4
7971065,2,2,9.0,1.0,1,1,2,1,1,,,4
7971067,2,2,3.0,2.0,1,1,2,2,1,1.0,43000.0,1
7971070,3,3,2.0,2.0,1,1,2,1,1,1.0,60000.0,1
7971074,3,3,2.0,2.0,1,1,2,3,1,1.0,45000.0,1
7971081,3,3,2.0,1.0,1,2,2,1,1,,,4
7971082,2,2,9.0,1.0,1,1,2,3,1,,,4
7971085,2,2,4.0,2.0,2,1,2,2,1,1.0,30000.0,4
7971087,3,2,9.0,1.0,1,1,2,2,1,,,4
7971089,2,2,2.0,1.0,1,1,2,1,1,1.0,26000.0,4
7971091,2,3,9.0,1.0,1,1,2,2,1,,,4
7971093,3,3,9.0,1.0,1,1,2,2,1,,,4
7971097,2,2,2.0,1.0,1,1,2,1,1,,,4
7971099,2,2,1.0,1.0,1,1,2,1,1,,,4
7971100,2,2,10.0,1.0,1,1,2,2,1,,,4
7971102,2,2,1.0,1.0,1,1,2,1,1,,,4
7971103,3,2,3.0,1.0,1,1,2,2,1,,,4
7971105,2,2,2.0,2.0,2,1,2,2,1,1.0,19000.0,4
7971108,2,2,9.0,1.0,1,2,2,1,1,,,4
7971110,3,3,9.0,1.0,1,2,2,1,1,,,4
7971111,3,3,1.0,1.0,2,1,2,1,1,1.0,36000.0,4
7971114,2,2,4.0,1.0,1,1,2,1,1,1.0,15300.0,4
7971121,2,2,10.0,2.0,4,1,2,3,4,,,4
7971126,2,2,9.0,1.0,1,2,2,1,3,,,3
7971128,2,2,9.0,2.0,4,1,2,2,4,,,4
7971135,2,2,2.0,1.0,1,1,2,2,4,,,4
7971136,2,2,9.0,2.0,2,2,2,2,4,,,4
7971146,2,2,1.0,1.0,1,1,2,2,3,,,4
7971165,3,2,4.0,1.0,1,1,1,1,3,,,4
7971175,3,2,10.0,1.0,4,2,2,1,4,,,4
7971201,2,2,2.0,2.0,1,1,2,1,4,,,4
7971206,2,2,9.0,2.0,1,1,2,2,4,,,4
7971249,2,2,2.0,2.0,1,1,2,2,1,1.0,48000.0,1
7971294,2,2,4.0,2.0,2,1,1,2,2,2.0,,2
7971300,2,2,9.0,1.0,1,1,2,2,3,,,4
7971305,2,2,9.0,1.0,1,1,2,2,3,,,4
7971314,2,2,9.0,1.0,1,1,2,1,3,,,4
7971322,2,2,9.0,1.0,1,2,2,1,3,,,4
7971325,2,2,2.0,1.0,1,1,2,2,1,,,4
7971327,2,2,9.0,1.0,1,1,2,1,3,,,4
7971329,2,3,1.0,1.0,1,1,2,2,3,,,4
7971331,2,3,9.0,1.0,1,1,2,2,3,,,4
7971339,3,3,10.0,9.0,1,1,2,2,3,,,3
7971352,2,2,3.0,2.0,1,1,2,3,3,1.0,80000.0,1
7971354,3,3,1.0,1.0,1,1,2,4,1,1.0,30000.0,3
7971355,3,2,1.0,1.0,1,1,2,1,3,,,4
7971356,2,2,1.0,1.0,1,1,2,1,3,,,4
7971364,2,2,2.0,1.0,1,1,2,2,3,,,3
7971369,3,2,2.0,9.0,1,1,2,1,3,,,4
7971372,3,3,9.0,2.0,1,1,2,2,3,,,4
7971376,3,3,9.0,1.0,1,2,2,3,1,,,4
7971378,3,3,10.0,1.0,1,1,2,2,3,,,4
7971383,3,3,9.0,1.0,1,1,2,1,3,,,4
7971391,2,2,9.0,1.0,1,2,2,3,3,,,4
7971392,2,3,10.0,1.0,1,1,2,2,3,,,3
7971395,3,3,9.0,2.0,1,2,2,3,1,,,4
7971397,3,3,10.0,2.0,2,1,2,2,1,1.0,20000.0,1
7971399,3,3,9.0,1.0,1,2,2,1,3,,,4
7971404,3,2,9.0,1.0,1,1,2,2,3,,,4
7971405,2,2,3.0,2.0,1,1,2,1,1,1.0,10000.0,1
7971407,3,3,1.0,2.0,1,1,2,3,1,1.0,25000.0,1
7971408,3,3,9.0,1.0,1,2,2,2,3,,,4
7971412,3,3,1.0,1.0,1,1,2,1,1,1.0,20000.0,3
7971419,2,2,1.0,2.0,1,1,2,2,3,,,4
7971420,3,2,6.0,2.0,1,1,2,2,1,1.0,24000.0,1
7971426,3,3,9.0,1.0,1,2,2,2,1,,,4
7971427,3,2,9.0,2.0,1,1,2,1,3,,,4
7971429,2,2,2.0,1.0,1,1,2,2,3,,,4
7971432,2,3,4.0,2.0,1,1,2,3,1,1.0,170000.0,1
7971443,2,2,9.0,2.0,1,1,2,2,3,,,4
7971445,2,2,2.0,1.0,1,1,2,1,3,,,4
7971446,3,3,1.0,1.0,1,1,2,3,1,,,4
7971451,3,3,9.0,1.0,1,1,2,2,1,1.0,68000.0,4
7971455,2,2,4.0,2.0,2,1,2,1,1,1.0,30000.0,1
7971459,3,2,9.0,1.0,1,2,2,2,3,,,4
7971462,2,2,1.0,1.0,1,1,2,1,3,,,4
7971467,3,2,2.0,2.0,1,1,2,1,3,,,4
7971473,2,2,1.0,1.0,1,1,2,1,3,,,4
7971487,3,3,1.0,2.0,1,1,2,4,1,1.0,40000.0,1
7971493,2,2,4.0,1.0,1,1,2,1,3,,,4
7971497,2,2,1.0,1.0,1,1,2,2,1,,,4
7971498,3,3,9.0,2.0,1,1,2,3,1,1.0,51000.0,1
7971499,3,3,1.0,2.0,1,1,2,1,1,1.0,32000.0,1
7971501,2,2,2.0,2.0,2,1,2,1,1,1.0,20000.0,1
7971505,2,2,2.0,2.0,2,1,2,2,1,1.0,28000.0,1
7971506,3,2,1.0,2.0,1,1,2,3,3,1.0,38088.0,1
7971507,2,2,2.0,2.0,2,1,2,1,1,1.0,15000.0,1
7971509,3,3,10.0,2.0,1,1,2,3,1,1.0,47700.0,1
7971510,3,3,9.0,2.0,2,1,2,3,1,1.0,38000.0,1
7971512,2,2,2.0,2.0,2,1,2,2,1,1.0,15371.0,1
7971513,3,3,4.0,2.0,2,1,2,2,1,1.0,35000.0,1
7971514,2,2,4.0,2.0,2,1,2,2,1,1.0,6870.0,1
7971516,2,3,1.0,2.0,2,1,2,2,1,1.0,45000.0,1
7971519,2,2,3.0,2.0,2,1,2,2,1,1.0,18000.0,1
7971522,2,2,4.0,2.0,2,1,2,1,1,1.0,75000.0,1
7971527,3,2,1.0,2.0,1,1,2,2,1,1.0,15000.0,1
7971529,2,2,4.0,2.0,2,1,2,1,3,,,4
7971532,3,3,2.0,1.0,1,2,2,1,1,1.0,10000.0,1
7971533,3,3,9.0,2.0,1,2,2,1,1,,,3
7971535,3,3,1.0,2.0,1,1,2,2,1,1.0,80000.0,1
7971540,3,3,2.0,2.0,2,1,2,2,1,1.0,27000.0,1
7971541,2,2,3.0,2.0,1,1,2,2,2,2.0,,2
7971542,2,2,9.0,1.0,1,1,2,2,1,,,4
7971543,3,3,9.0,1.0,1,1,2,1,3,,,4
7971547,2,1,,1.0,1,1,2,2,1,1.0,52000.0,1
7971548,3,3,9.0,2.0,1,1,2,4,1,1.0,75000.0,1
7971552,3,3,1.0,2.0,1,1,2,2,1,,,3
7971554,2,2,3.0,2.0,2,1,2,2,1,,,1
7971565,2,2,2.0,2.0,2,1,1,2,1,1.0,20147.0,1
7971567,3,2,1.0,2.0,2,1,2,2,1,1.0,25000.0,1
7971568,3,3,2.0,1.0,1,2,2,1,2,2.0,,2
7971572,2,2,1.0,1.0,1,1,2,1,1,,,4
7971577,2,2,3.0,2.0,2,1,2,1,3,1.0,13790.0,3
7971579,2,2,2.0,2.0,2,1,2,3,3,1.0,20395.0,3
7971583,3,2,9.0,2.0,1,2,2,2,1,1.0,15000.0,1
7971586,3,1,,2.0,1,1,2,2,1,,,1
7971588,3,3,2.0,2.0,2,1,2,1,1,1.0,24000.0,1
7971593,3,3,1.0,2.0,1,1,2,3,1,1.0,25000.0,1
7971598,3,3,9.0,2.0,1,1,2,1,1,1.0,45000.0,1
7971601,3,3,4.0,2.0,2,1,2,2,1,1.0,30000.0,1
7971602,3,3,2.0,2.0,1,1,2,2,1,1.0,20000.0,1
7971603,2,3,2.0,2.0,1,1,2,2,1,1.0,80000.0,1
7971608,3,2,2.0,2.0,2,2,2,3,1,1.0,20000.0,1
7971609,3,3,1.0,2.0,2,1,2,2,1,1.0,38000.0,1
7971610,2,2,2.0,2.0,1,1,2,2,1,1.0,12000.0,1
7971618,2,2,9.0,2.0,1,1,2,2,1,1.0,27000.0,1
7971625,3,2,2.0,2.0,2,1,2,2,1,1.0,18000.0,1
7971627,3,2,2.0,2.0,2,1,2,3,1,1.0,60000.0,1
7971637,3,3,10.0,2.0,2,1,2,1,2,,,2
7971642,3,3,3.0,2.0,2,1,2,3,1,1.0,45000.0,1
7971645,2,2,2.0,2.0,1,1,2,2,1,1.0,13000.0,1
7971647,3,1,,2.0,1,1,2,3,1,1.0,18000.0,1
7971654,2,2,3.0,2.0,2,1,2,3,1,1.0,70455.0,1
7971659,3,2,1.0,2.0,2,1,2,2,1,2.0,,1
7971660,3,2,2.0,2.0,1,1,2,3,1,1.0,45000.0,1
7971662,2,2,2.0,1.0,2,1,2,2,1,2.0,,2
7971675,2,2,1.0,1.0,1,1,2,1,1,,,4
7971677,2,2,2.0,2.0,2,1,2,2,1,1.0,30000.0,1
7971699,3,2,9.0,2.0,2,1,2,2,1,1.0,25000.0,1
7971700,3,3,1.0,1.0,1,2,2,2,3,,,4
7971706,2,3,2.0,2.0,2,1,2,2,3,,,4
7971714,3,2,10.0,1.0,1,1,2,1,3,,,4
7971717,3,3,10.0,1.0,1,1,2,1,3,,,4
7971719,3,3,9.0,1.0,1,1,2,1,3,,,4
7971726,3,3,1.0,1.0,1,1,2,2,3,,,4
7971731,2,1,,2.0,2,1,2,2,3,1.0,20000.0,3
7971732,3,2,1.0,1.0,1,2,2,2,3,,,4
7971734,2,2,2.0,2.0,1,1,2,1,2,2.0,,2
7971736,3,2,1.0,1.0,1,1,2,2,3,,,4
7971738,2,2,9.0,2.0,2,2,2,1,1,1.0,99.0,1
7971742,3,2,4.0,2.0,2,1,2,2,3,1.0,41000.0,3
7971743,2,2,1.0,2.0,1,1,2,1,1,,,4
7971744,2,2,2.0,2.0,1,1,2,2,3,,,4
7971745,3,3,10.0,1.0,1,2,2,1,3,,,4
7971746,3,3,9.0,1.0,1,2,2,2,3,,,4
7971747,3,3,9.0,1.0,1,1,2,1,1,,,4
7971752,2,2,4.0,1.0,2,1,2,2,3,,,4
7971755,2,2,3.0,2.0,1,1,2,2,1,1.0,15000.0,1
7971758,1,3,9.0,1.0,1,1,2,1,3,,,4
7971762,2,2,2.0,1.0,1,1,2,3,3,,,4
7971767,3,3,10.0,1.0,1,2,2,2,3,,,4
7971768,3,2,1.0,1.0,1,1,2,1,3,,,4
7971769,2,2,4.0,2.0,1,2,2,1,1,1.0,60000.0,1
7971770,3,2,1.0,1.0,1,1,2,1,3,,,4
7971771,3,2,1.0,1.0,1,1,2,2,3,,,4
7971775,2,2,4.0,2.0,2,1,2,2,1,1.0,28000.0,1
7971789,3,3,3.0,1.0,1,2,2,2,1,1.0,22000.0,1
7971799,2,2,1.0,2.0,2,1,2,1,1,1.0,20000.0,3
7971811,2,2,2.0,2.0,2,1,2,2,3,1.0,47000.0,3
7971812,2,2,1.0,2.0,1,1,2,2,1,1.0,30000.0,1
7971816,3,3,2.0,2.0,2,1,2,4,1,1.0,50000.0,1
7971817,3,2,3.0,2.0,1,1,2,2,1,1.0,12000.0,1
7971819,2,2,4.0,2.0,1,1,2,2,1,1.0,20000.0,1
7971822,2,2,3.0,2.0,1,1,2,2,2,2.0,,2
7971834,2,2,1.0,2.0,1,1,2,3,1,,,4
7971837,2,2,4.0,2.0,1,1,2,2,1,1.0,47000.0,1
7971838,3,2,1.0,2.0,2,1,2,1,1,1.0,40000.0,1
7971842,3,2,1.0,2.0,1,1,2,2,1,1.0,24000.0,1
7971846,2,2,3.0,1.0,1,1,2,1,1,,,4
7971852,3,2,2.0,2.0,1,1,2,3,1,1.0,49000.0,1
7971856,2,2,2.0,2.0,1,1,2,2,1,1.0,25000.0,1
7971859,2,2,9.0,2.0,2,1,2,1,1,,,3
7971864,2,2,4.0,2.0,2,1,2,2,2,2.0,,2
7971867,3,3,9.0,2.0,1,2,2,2,1,1.0,40000.0,4
7971874,3,2,4.0,2.0,1,1,1,2,1,1.0,23710.0,1
7971876,3,3,1.0,2.0,2,1,2,1,1,1.0,30000.0,1
7971884,2,2,2.0,2.0,2,1,2,2,3,1.0,30000.0,1
7971896,3,2,2.0,2.0,1,1,2,1,1,1.0,30000.0,1
7971904,3,2,1.0,2.0,1,1,2,2,1,1.0,52000.0,1
7971921,2,2,4.0,2.0,2,1,2,2,3,1.0,54000.0,3
7971925,2,1,,2.0,2,1,2,2,1,1.0,70000.0,3
7971931,2,2,9.0,2.0,1,1,2,2,3,,,4
7971939,2,2,2.0,2.0,1,1,2,1,3,,,4
7971944,3,3,9.0,2.0,1,1,2,1,1,1.0,25000.0,1
7971951,2,2,9.0,2.0,2,1,2,2,3,1.0,85000.0,3
7971970,2,3,2.0,2.0,1,2,2,1,3,1.0,15000.0,3
7971971,3,2,2.0,2.0,2,1,2,2,1,1.0,74200.0,1
7971974,3,2,10.0,2.0,1,1,2,1,1,1.0,24000.0,1
7971980,3,3,2.0,2.0,1,1,2,3,1,1.0,60000.0,1
7971984,3,2,2.0,1.0,1,1,2,1,1,1.0,28000.0,4
7971985,2,3,1.0,1.0,1,1,2,2,1,,,4
7971995,2,2,2.0,2.0,2,1,2,1,1,1.0,12000.0,1
7971998,2,2,4.0,2.0,2,1,2,2,3,1.0,10000.0,3
7972004,2,2,9.0,2.0,2,1,2,3,1,1.0,52000.0,1
7972010,3,3,1.0,2.0,1,1,2,1,1,1.0,6500.0,1
7972016,2,2,3.0,1.0,1,1,2,1,3,3.0,,3
7972018,3,2,1.0,2.0,1,1,2,1,1,1.0,13500.0,1
7972020,3,3,9.0,1.0,3,1,2,2,3,,,3
7972021,3,3,9.0,2.0,2,1,2,3,1,1.0,30000.0,1
7972022,3,2,3.0,2.0,2,1,2,2,2,2.0,,1
7972030,2,2,1.0,2.0,1,1,2,1,1,1.0,21000.0,1
7972036,2,2,9.0,1.0,1,1,2,1,3,1.0,29000.0,3
7972037,2,2,1.0,1.0,2,1,2,1,3,,,4
7972042,3,3,9.0,2.0,1,1,2,3,1,1.0,31000.0,1
7972043,3,3,9.0,2.0,2,1,2,2,1,1.0,39000.0,1
7972045,2,2,9.0,2.0,2,1,2,1,3,3.0,,1
7972052,2,2,4.0,2.0,2,1,2,1,1,1.0,17000.0,1
7972053,3,2,9.0,1.0,1,1,2,2,1,1.0,16500.0,1
7972055,3,3,9.0,1.0,1,2,2,1,1,,,4
7972057,2,3,9.0,1.0,1,2,2,1,3,,,4
7972058,3,3,9.0,2.0,1,1,2,2,3,,,3
7972065,2,2,2.0,1.0,1,1,2,2,3,,,4
7972068,2,2,2.0,1.0,1,1,2,2,3,,,3
7972070,2,2,9.0,1.0,1,2,2,2,1,,,4
7972072,2,2,9.0,1.0,1,1,2,2,3,,,4
7972083,2,2,9.0,1.0,1,1,2,2,3,,,4
7972091,3,3,9.0,1.0,1,1,2,2,1,,,4
7972097,3,3,9.0,1.0,1,2,2,1,1,,,4
7972100,2,2,2.0,2.0,1,1,2,2,1,1.0,80000.0,1
7972106,3,3,9.0,1.0,1,2,2,3,3,,,4
7972107,3,2,10.0,2.0,1,1,2,3,1,1.0,23000.0,1
7972113,3,2,9.0,1.0,1,1,2,2,3,,,4
7972114,3,2,2.0,1.0,1,1,2,3,1,1.0,30000.0,1
7972121,2,2,5.0,2.0,2,1,2,4,1,1.0,26000.0,1
7972125,3,3,9.0,1.0,1,2,2,2,1,,,4
7972126,2,2,4.0,2.0,1,1,2,2,1,1.0,27000.0,1
7972127,2,2,1.0,2.0,1,1,2,3,1,1.0,35000.0,1
7972129,3,3,2.0,2.0,1,1,2,2,1,1.0,18000.0,1
7972130,3,3,2.0,2.0,1,1,2,3,1,1.0,27000.0,1
7972136,2,2,10.0,2.0,2,2,2,2,1,1.0,21000.0,1
7972138,1,1,,2.0,1,1,2,3,1,1.0,33165.0,1
7972142,3,2,1.0,2.0,1,1,1,2,1,1.0,33907.0,1
7972145,3,3,4.0,2.0,1,1,2,3,1,1.0,40000.0,1
7972149,3,3,2.0,2.0,1,1,2,2,1,1.0,21000.0,1
7972151,2,2,2.0,2.0,2,1,2,1,1,1.0,36000.0,1
7972152,2,2,9.0,2.0,2,1,2,1,1,1.0,18231.0,1
7972153,2,2,10.0,2.0,1,1,2,2,1,1.0,20000.0,1
7972154,3,3,2.0,2.0,2,1,2,3,1,1.0,50000.0,1
7972157,3,3,9.0,2.0,2,1,2,1,1,1.0,2000.0,1
7972158,3,3,9.0,2.0,2,1,2,1,1,1.0,10200.0,1
7972164,3,2,1.0,2.0,2,1,2,2,1,1.0,21000.0,1
7972175,2,2,9.0,2.0,2,1,2,2,1,1.0,16900.0,2
7972178,3,3,2.0,2.0,1,1,2,3,1,1.0,45000.0,1
7972182,2,2,3.0,2.0,2,1,2,2,1,1.0,15315.0,1
7972184,3,3,9.0,2.0,1,1,2,1,3,1.0,36000.0,1
7972187,2,2,6.0,2.0,2,1,2,2,2,1.0,21350.0,1
7972195,2,2,4.0,2.0,1,1,2,2,1,1.0,32000.0,1
7972213,2,2,1.0,2.0,1,1,2,1,1,1.0,35000.0,1
7972214,3,3,9.0,2.0,1,1,2,1,3,,,4
7972217,2,2,1.0,2.0,1,1,2,1,2,2.0,,2
7972219,2,2,1.0,2.0,1,1,2,2,1,,,1
7972222,3,3,1.0,2.0,1,1,2,1,1,1.0,12000.0,4
7972228,2,2,1.0,2.0,1,1,2,4,1,1.0,14000.0,1
7972260,3,3,4.0,2.0,1,1,2,2,1,1.0,10000.0,3
7972261,3,3,8.0,1.0,2,1,2,1,1,1.0,30000.0,3
7972267,3,3,2.0,1.0,1,1,2,3,1,1.0,35000.0,3
7972270,3,3,1.0,2.0,1,2,2,3,1,1.0,28900.0,1
7972271,2,2,2.0,1.0,1,1,2,1,3,,,4
7972275,2,2,3.0,1.0,1,1,2,1,1,1.0,20000.0,1
7972276,2,3,1.0,2.0,1,1,2,1,1,1.0,28000.0,4
7972283,3,3,1.0,2.0,1,1,2,1,1,1.0,20000.0,4
7972284,2,2,6.0,2.0,1,1,2,2,1,1.0,47845.0,1
7972285,3,3,9.0,2.0,1,1,2,2,1,1.0,60000.0,4
7972289,2,2,2.0,2.0,1,1,2,1,2,1.0,45000.0,4
7972291,2,2,4.0,2.0,1,1,2,4,1,1.0,52000.0,1
7972292,3,3,1.0,2.0,1,1,2,1,1,1.0,50000.0,4
7972293,3,2,2.0,2.0,2,1,2,3,1,1.0,19320.0,1
7972298,2,2,9.0,2.0,1,1,2,2,1,1.0,35000.0,1
7972302,3,3,9.0,1.0,1,1,2,2,3,,,4
7972304,3,3,1.0,1.0,1,1,2,1,1,1.0,30000.0,3
7972306,3,3,9.0,1.0,1,1,2,2,1,1.0,10000.0,3
7972308,3,3,3.0,1.0,1,2,2,2,1,1.0,15000.0,1
7972312,2,2,2.0,1.0,1,1,2,1,1,,,3
7972317,2,2,1.0,2.0,2,1,2,1,1,,,3
7972320,3,2,1.0,1.0,1,1,2,3,1,1.0,25000.0,4
7972323,2,2,1.0,1.0,1,1,2,1,1,1.0,15000.0,3
7972326,1,2,2.0,1.0,1,1,2,2,1,,,4
7972329,3,3,1.0,1.0,1,1,2,2,1,1.0,18000.0,4
7972330,2,2,1.0,1.0,1,1,2,2,1,1.0,30000.0,3
7972331,2,2,1.0,2.0,1,1,2,3,1,1.0,30000.0,1
7972334,3,2,4.0,2.0,1,1,2,3,1,1.0,44000.0,1
7972335,2,2,1.0,2.0,1,1,1,2,1,1.0,48000.0,4
7972346,3,3,10.0,2.0,2,1,2,2,1,1.0,60000.0,1
7972347,3,2,10.0,1.0,1,2,2,2,3,,,4
7972352,2,2,2.0,1.0,1,1,2,1,3,,,4
7972356,3,3,8.0,1.0,2,1,2,1,1,1.0,25000.0,3
7972359,2,2,4.0,2.0,1,1,2,3,1,1.0,41000.0,1
7972361,3,3,9.0,1.0,1,2,2,1,3,,,4
7972365,3,3,9.0,1.0,1,2,2,2,3,,,4
7972366,2,2,1.0,2.0,2,1,2,3,3,1.0,5000.0,1
7972375,3,3,9.0,2.0,2,1,2,1,1,1.0,21500.0,1
7972381,3,2,1.0,1.0,1,1,2,2,3,,,4
7972389,2,2,1.0,2.0,2,1,2,3,1,1.0,67000.0,1
7972391,2,2,9.0,1.0,1,2,2,1,3,,,4
7972398,3,3,10.0,2.0,2,1,2,2,3,1.0,67000.0,3
7972408,3,2,1.0,2.0,1,1,2,3,1,1.0,57000.0,3
7972410,3,3,9.0,2.0,2,1,2,2,1,1.0,22000.0,1
7972412,3,2,9.0,1.0,1,2,2,2,3,,,4
7972413,2,2,2.0,2.0,1,1,2,2,1,1.0,28000.0,1
7972414,2,2,1.0,2.0,1,1,2,1,3,,,4
7972416,3,2,9.0,1.0,1,2,2,1,3,,,4
7972417,3,3,9.0,2.0,1,2,2,3,1,1.0,30000.0,1
7972418,3,1,,1.0,1,2,2,2,3,,,4
7972419,2,2,1.0,1.0,1,1,2,2,3,,,4
7972426,3,2,9.0,2.0,2,1,2,2,1,1.0,80000.0,1
7972428,2,2,9.0,1.0,1,1,2,1,3,,,4
7972429,3,2,4.0,2.0,1,1,2,2,1,1.0,55500.0,1
7972430,2,2,3.0,2.0,2,1,2,2,1,1.0,20000.0,1
7972431,3,3,10.0,1.0,1,1,2,1,3,,,4
7972433,3,3,9.0,2.0,1,1,2,2,1,1.0,25000.0,1
7972435,2,2,9.0,1.0,1,1,2,1,3,,,4
7972444,1,3,9.0,1.0,1,1,2,2,3,,,4
7972445,3,2,9.0,1.0,1,1,2,2,3,,,4
7972446,2,2,1.0,1.0,1,1,2,1,3,,,4
7972450,2,2,1.0,1.0,1,1,2,1,3,,,4
7972453,3,2,9.0,1.0,1,1,2,2,3,,,4
7972455,3,2,1.0,1.0,1,1,2,1,3,,,4
7972458,2,2,9.0,2.0,1,1,2,2,1,1.0,12000.0,1
7972462,3,3,9.0,1.0,1,2,2,1,3,,,4
7972465,2,2,1.0,2.0,2,1,2,2,1,1.0,45000.0,1
7972469,3,3,1.0,1.0,1,1,2,1,3,,,4
7972470,3,2,1.0,1.0,1,1,2,2,3,,,4
7972475,1,3,1.0,2.0,1,1,2,2,1,1.0,23500.0,1
7972486,3,3,2.0,1.0,1,1,2,1,3,,,4
7972489,2,2,1.0,2.0,1,2,2,5,3,,,4
7972492,2,2,4.0,2.0,2,1,2,1,3,1.0,7000.0,3
7972497,2,2,9.0,1.0,1,1,2,3,3,,,4
7972499,3,2,9.0,1.0,1,1,2,2,3,,,4
7972502,2,2,2.0,2.0,2,1,2,2,1,1.0,23000.0,1
7972504,3,3,9.0,2.0,1,2,2,1,1,,,1
7972506,3,3,10.0,1.0,1,2,2,1,3,,,4
7972508,2,3,9.0,1.0,1,2,2,2,3,,,4
7972514,3,2,9.0,1.0,1,1,2,2,3,,,4
7972516,3,3,9.0,1.0,1,1,2,1,3,,,4
7972524,2,2,10.0,1.0,1,1,2,1,3,,,4
7972526,3,3,1.0,2.0,1,1,2,3,3,1.0,18000.0,3
7972527,3,2,9.0,1.0,1,1,2,1,3,,,4
7972530,3,2,1.0,1.0,1,1,2,1,3,,,4
7972532,3,2,1.0,1.0,1,1,2,2,3,,,4
7972535,2,2,9.0,1.0,1,1,2,2,3,,,4
7972537,2,2,6.0,2.0,2,1,2,1,1,1.0,21000.0,1
7972542,3,3,1.0,2.0,1,1,2,2,1,1.0,35000.0,1
7972547,2,3,9.0,2.0,2,1,2,2,1,1.0,20000.0,1
